model,scenario,trial,success,turn,G,C,D,S,O,E,corruption
deepseek,S8,6,1,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
deepseek,S8,6,1,3,10.5811,75.4918,41.5349,24.9238,57.0744,41.6314,0.0
deepseek,S8,6,1,4,0.4781,79.0093,44.9084,15.7918,61.9162,51.0912,0.0
deepseek,S8,6,1,5,0.0,83.9583,53.0074,6.7332,67.4075,66.1,0.0
deepseek,S8,6,1,6,0.0,91.9732,65.3888,0.0,74.063,84.9764,0.0
deepseek,S8,6,1,7,0.0,100.0,76.7754,0.0,81.3989,100.0,0.0
deepseek,S8,6,1,8,0.0,100.0,91.2591,0.0,91.389,100.0,3.5
deepseek,S8,7,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,7,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,7,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,7,0,3,17.4039,71.0552,34.802,28.9119,53.5789,32.8205,0.0
deepseek,S8,7,0,4,10.2544,73.462,36.0973,21.8819,57.2982,38.6177,0.0
deepseek,S8,7,0,5,0.0,78.0873,43.6516,13.9368,61.9779,50.0678,0.0
deepseek,S8,7,0,6,0.0,82.4005,51.0257,5.3765,66.6321,64.8071,0.0
deepseek,S8,7,0,7,0.0,88.9937,61.055,0.0,72.124,82.0191,0.0
deepseek,S8,7,0,8,0.0,97.1518,71.498,0.0,78.8593,100.0,0.0
deepseek,S8,8,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,8,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,8,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,8,0,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,8,0,4,5.0966,76.5977,41.7755,19.1924,59.7582,45.1553,0.0
deepseek,S8,8,0,5,0.0,80.381,47.2459,11.108,64.3043,57.3052,0.0
deepseek,S8,8,0,6,0.0,86.048,56.3169,2.2775,69.7913,73.3055,0.0
deepseek,S8,8,0,7,0.0,93.1554,66.0769,0.0,75.5892,91.0015,0.0
deepseek,S8,8,0,8,0.0,100.0,80.5811,0.0,84.6512,100.0,0.0
deepseek,S8,9,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,9,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,9,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,9,0,3,13.6661,73.3569,38.4662,26.7807,55.4075,37.5489,0.0
deepseek,S8,9,0,4,3.5466,78.1227,44.3755,18.6049,60.7957,47.4303,0.0
deepseek,S8,9,0,5,0.0,82.741,51.2047,9.878,65.9787,61.1977,0.0
deepseek,S8,9,0,6,0.0,88.9571,60.43,0.585,71.7471,78.0554,0.0
deepseek,S8,9,0,7,0.0,98.41,74.0083,0.0,78.9131,98.7865,0.0
deepseek,S8,9,0,8,0.0,100.0,85.1267,0.0,87.9834,100.0,0.0
deepseek,S8,10,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,10,0,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S8,10,0,2,23.9727,68.591,35.2275,33.9771,49.4576,31.6058,0.0
deepseek,S8,10,0,3,15.9189,71.6652,35.2708,27.6425,54.2083,34.628,0.0
deepseek,S8,10,0,4,7.7909,74.7386,38.1615,20.3382,58.3892,41.6711,0.0
deepseek,S8,10,0,5,0.0,78.498,43.9862,11.709,62.7036,52.8606,0.0
deepseek,S8,10,0,6,0.0,83.5829,52.8532,3.4006,67.662,68.4071,0.0
deepseek,S8,10,0,7,0.0,90.6006,63.2842,0.0,73.3243,86.0611,0.0
deepseek,S8,10,0,8,0.0,100.0,77.4577,0.0,81.7378,100.0,0.0
deepseek,S8,11,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,11,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S8,11,0,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S8,11,0,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S8,11,0,4,2.4831,77.6493,42.9396,17.0612,60.8368,48.3837,0.0
deepseek,S8,11,0,5,0.0,81.7667,49.3993,8.5499,65.7019,61.7055,0.0
deepseek,S8,11,0,6,0.0,87.9505,58.9816,0.0,71.3477,78.2664,0.0
deepseek,S8,11,0,7,0.0,96.1303,70.2561,0.0,77.7489,97.1526,0.0
deepseek,S8,11,0,8,0.0,100.0,82.5459,0.0,86.9671,100.0,0.0
deepseek,S8,12,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,12,0,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S8,12,0,2,22.9727,69.841,37.7275,33.9771,50.2076,33.1058,0.0
deepseek,S8,12,0,3,14.3189,73.1902,37.8708,27.055,55.2458,36.903,0.0
deepseek,S8,12,0,4,5.7859,76.0986,40.1302,19.0688,59.4686,44.3786,0.0
deepseek,S8,12,0,5,0.0,80.1896,46.5943,11.3753,64.1092,56.6551,0.0
deepseek,S8,12,0,6,0.0,85.2456,54.6521,2.5986,69.2489,71.9305,0.0
deepseek,S8,12,0,7,0.0,92.1293,64.4121,0.0,74.9174,89.3011,0.0
deepseek,S8,12,0,8,0.0,100.0,78.8933,0.0,83.74,100.0,0.0
deepseek,S8,13,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,13,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S8,13,0,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S8,13,0,3,11.1811,75.2169,41.4349,25.5113,56.7869,40.8564,0.0
deepseek,S8,13,0,4,1.3331,78.6743,44.5396,16.4737,61.5743,50.0587,0.0
deepseek,S8,13,0,5,0.0,83.0167,51.318,7.5549,66.6613,64.088,0.0
deepseek,S8,13,0,6,0.0,89.5056,61.0753,0.0,72.4407,81.0953,0.0
deepseek,S8,13,0,7,0.0,97.5221,71.4741,0.0,78.9437,99.6407,0.0
deepseek,S8,13,0,8,0.0,100.0,86.4693,0.0,89.2302,100.0,0.0
deepseek,S8,14,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,14,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,14,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,14,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
deepseek,S8,14,0,4,10.4044,73.687,36.9973,22.4694,57.3107,38.4427,0.0
deepseek,S8,14,0,5,0.8952,76.6123,40.8329,14.3737,61.006,47.8603,0.0
deepseek,S8,14,0,6,0.0,82.3204,51.5388,6.371,66.4124,63.8664,0.0
deepseek,S8,14,0,7,0.0,88.8788,61.2895,0.0,71.948,81.0932,0.0
deepseek,S8,14,0,8,0.0,97.4792,72.5933,0.0,78.8245,100.0,0.0
deepseek,S8,15,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,15,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,15,1,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,15,1,3,18.8039,69.3052,31.302,28.9119,52.5289,30.7205,0.0
deepseek,S8,15,1,4,12.0244,71.827,33.4573,22.7044,56.1457,36.0327,0.0
deepseek,S8,15,1,5,1.9912,76.0933,40.5494,15.4649,60.4688,46.3683,0.0
deepseek,S8,15,1,6,0.0,81.6757,50.7684,7.5921,65.766,61.8888,0.0
deepseek,S8,15,1,7,0.0,87.5239,59.2504,0.0,70.9473,78.2849,0.0
deepseek,S8,15,1,8,0.0,97.025,72.9437,0.0,78.1622,98.6394,0.0
deepseek,S8,16,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,16,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,16,1,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S8,16,1,3,17.2039,70.8302,33.902,28.3244,53.5664,32.9955,0.0
deepseek,S8,16,1,4,8.6194,74.937,38.9261,21.435,58.275,40.8402,0.0
deepseek,S8,16,1,5,0.0,78.1699,43.2975,12.7622,62.2769,51.2477,0.0
deepseek,S8,16,1,6,0.0,83.0574,51.9684,4.4091,67.1873,66.6123,0.0
deepseek,S8,16,1,7,0.0,89.8598,62.1992,0.0,72.7635,84.0568,0.0
deepseek,S8,16,1,8,0.0,99.9994,76.261,0.0,80.8604,100.0,0.0
deepseek,S8,17,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,17,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,17,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,17,0,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,17,0,4,6.0966,75.3477,39.2755,19.1924,59.0082,43.6553,0.0
deepseek,S8,17,0,5,0.0,79.356,45.6459,11.6955,63.5668,55.6302,0.0
deepseek,S8,17,0,6,0.0,84.798,54.6281,3.0425,68.947,71.268,0.0
deepseek,S8,17,0,7,0.0,93.4078,67.7362,0.0,75.667,90.6694,0.0
deepseek,S8,17,0,8,0.0,100.0,78.4835,0.0,83.6009,100.0,0.0
deepseek,S8,18,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,18,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,18,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,18,0,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,18,0,4,6.4966,74.8477,38.2755,19.1924,58.7082,43.0553,0.0
deepseek,S8,18,0,5,0.0,79.996,47.1059,11.9305,63.9018,56.2202,0.0
deepseek,S8,18,0,6,0.0,85.079,54.9686,3.023,69.0967,71.512,0.0
deepseek,S8,18,0,7,0.0,91.9692,64.5801,0.0,74.7892,88.8919,0.0
deepseek,S8,18,0,8,0.0,100.0,78.9792,0.0,83.5492,100.0,0.0
deepseek,S8,19,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,19,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,19,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,19,0,3,13.6661,73.3569,38.4662,26.7807,55.4075,37.5489,0.0
deepseek,S8,19,0,4,4.5466,76.8727,41.8755,18.6049,60.0457,45.9303,0.0
deepseek,S8,19,0,5,0.0,82.466,51.1047,10.4655,65.6912,60.4227,0.0
deepseek,S8,19,0,6,0.0,88.6221,60.1813,1.1175,71.4652,77.2029,0.0
deepseek,S8,19,0,7,0.0,96.7483,71.1248,0.0,77.8595,96.3439,0.0
deepseek,S8,19,0,8,0.0,100.0,83.2653,0.0,86.8993,100.0,0.0
deepseek,S8,20,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,20,1,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S8,20,1,2,23.9727,68.591,35.2275,33.9771,49.4576,31.6058,0.0
deepseek,S8,20,1,3,15.9189,71.6652,35.2708,27.6425,54.2083,34.628,0.0
deepseek,S8,20,1,4,6.7909,75.9886,40.6615,20.3382,59.1392,43.1711,0.0
deepseek,S8,20,1,5,0.0,79.523,45.5862,11.1215,63.4411,54.5356,0.0
deepseek,S8,20,1,6,0.0,86.0829,57.042,2.6356,69.2564,71.9446,0.0
deepseek,S8,20,1,7,0.0,93.1232,66.5249,0.0,74.934,89.8681,0.0
deepseek,S8,20,1,8,0.0,100.0,80.8453,0.0,83.8675,100.0,0.0
deepseek,S8,21,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,21,1,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,21,1,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,21,1,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,21,1,4,6.0966,75.3477,39.2755,19.1924,59.0082,43.6553,0.0
deepseek,S8,21,1,5,0.0,79.356,45.6459,11.6955,63.5668,55.6302,0.0
deepseek,S8,21,1,6,0.0,84.798,54.6281,3.0425,68.947,71.268,0.0
deepseek,S8,21,1,7,0.0,91.6578,64.2362,0.0,74.617,88.5694,0.0
deepseek,S8,21,1,8,0.0,100.0,78.6235,0.0,83.3384,100.0,0.0
deepseek,S8,22,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,22,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,22,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S8,22,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S8,22,0,4,7.8494,75.322,39.0661,20.6125,58.6775,41.9252,0.0
deepseek,S8,22,0,5,0.0,78.6389,43.7997,11.8216,62.7485,52.6722,0.0
deepseek,S8,22,0,6,0.0,83.1722,51.6787,3.5117,67.385,67.6058,0.0
deepseek,S8,22,0,7,0.0,89.5334,61.1536,0.0,72.6507,84.454,0.0
deepseek,S8,22,0,8,0.0,99.6408,75.3793,0.0,80.8439,100.0,0.0
deepseek,S8,23,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,23,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,23,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,23,0,3,18.8039,69.3052,31.302,28.9119,52.5289,30.7205,0.0
deepseek,S8,23,0,4,11.0244,73.077,35.9573,22.7044,56.8957,37.5327,0.0
deepseek,S8,23,0,5,1.4412,76.3683,40.6494,14.8774,60.7563,47.1433,0.0
deepseek,S8,23,0,6,0.0,80.2607,47.6271,6.9496,65.0529,60.8063,0.0
deepseek,S8,23,0,7,0.0,87.578,59.8948,0.0,71.0461,78.7522,0.0
deepseek,S8,23,0,8,0.0,95.4349,70.0436,0.0,77.2897,97.0808,0.0
deepseek,S8,24,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,24,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,24,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,24,0,3,13.6661,73.3569,38.4662,26.7807,55.4075,37.5489,0.0
deepseek,S8,24,0,4,4.5466,76.8727,41.8755,18.6049,60.0457,45.9303,0.0
deepseek,S8,24,0,5,0.0,82.466,51.1047,10.4655,65.6912,60.4227,0.0
deepseek,S8,24,0,6,0.0,89.8721,62.6813,1.1175,72.2152,78.7029,0.0
deepseek,S8,24,0,7,0.0,98.2733,73.5248,0.0,78.797,98.3189,0.0
deepseek,S8,24,0,8,0.0,100.0,88.1553,0.0,88.8412,100.0,0.0
deepseek,S8,25,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,25,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,25,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S8,25,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S8,25,0,4,7.8494,75.322,39.0661,20.6125,58.6775,41.9252,0.0
deepseek,S8,25,0,5,0.0,79.1389,44.7997,11.8216,63.0485,53.2722,0.0
deepseek,S8,25,0,6,0.0,84.2822,53.6387,3.3567,68.06,68.9958,0.0
deepseek,S8,25,0,7,0.0,90.8674,63.0851,0.0,73.4715,86.237,0.0
deepseek,S8,25,0,8,0.0,100.0,77.3327,0.0,81.8982,100.0,0.0
deepseek,S8,26,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,26,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,26,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,26,0,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,26,0,4,5.0966,76.5977,41.7755,19.1924,59.7582,45.1553,0.0
deepseek,S8,26,0,5,0.0,82.131,50.7459,11.108,65.3543,59.4052,0.0
deepseek,S8,26,0,6,0.0,89.433,62.1769,1.735,71.8538,77.5705,0.0
deepseek,S8,26,0,7,0.0,97.7144,72.8772,0.0,78.3869,97.052,0.0
deepseek,S8,26,0,8,0.0,100.0,87.4222,0.0,88.2392,100.0,0.0
deepseek,S8,27,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,27,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S8,27,0,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S8,27,0,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S8,27,0,4,1.4831,78.8993,45.4396,17.0612,61.5868,49.8837,0.0
deepseek,S8,27,0,5,0.0,83.2917,51.9993,7.9624,66.7394,63.9805,0.0
deepseek,S8,27,0,6,0.0,89.8105,61.6304,0.0,72.5671,81.0939,0.0
deepseek,S8,27,0,7,0.0,97.8519,71.9763,0.0,79.0508,99.7937,0.0
deepseek,S8,27,0,8,0.0,100.0,86.9444,0.0,89.352,100.0,0.0
deepseek,S8,28,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,28,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,28,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,28,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
deepseek,S8,28,0,4,11.8044,71.937,33.4973,22.4694,56.2607,36.3427,0.0
deepseek,S8,28,0,5,3.0652,74.4773,37.1929,15.1962,59.5535,44.6753,0.0
deepseek,S8,28,0,6,0.0,77.9664,43.8965,8.093,63.4383,57.1569,0.0
deepseek,S8,28,0,7,0.0,83.0251,52.5151,0.3286,68.1225,72.1845,0.0
deepseek,S8,28,0,8,0.0,89.9425,62.6259,0.0,73.5568,89.2089,0.0
deepseek,S8,29,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,29,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,29,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,29,0,3,14.6661,72.1069,35.9662,26.7807,54.6575,36.0489,0.0
deepseek,S8,29,0,4,6.0966,75.3477,39.2755,19.1924,59.0082,43.6553,0.0
deepseek,S8,29,0,5,0.0,80.606,48.1459,11.6955,64.3168,57.1302,0.0
deepseek,S8,29,0,6,0.0,86.323,57.0281,2.655,69.8845,73.243,0.0
deepseek,S8,29,0,7,0.0,93.4678,66.665,0.0,75.7314,91.0519,0.0
deepseek,S8,29,0,8,0.0,100.0,81.1172,0.0,84.7821,100.0,0.0
deepseek,S8,30,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,30,0,1,31.34,64.765,37.935,39.8475,43.1225,32.59,0.0
deepseek,S8,30,0,2,23.9727,68.591,35.2275,33.9771,49.4576,31.6058,0.0
deepseek,S8,30,0,3,15.9189,71.6652,35.2708,27.6425,54.2083,34.628,0.0
deepseek,S8,30,0,4,8.1909,74.2386,37.1615,20.3382,58.0892,41.0711,0.0
deepseek,S8,30,0,5,0.0,79.138,45.4462,11.944,63.0386,53.4506,0.0
deepseek,S8,30,0,6,0.0,84.3639,54.1937,3.3811,68.1118,69.2511,0.0
deepseek,S8,30,0,7,0.0,91.022,63.5881,0.0,73.5715,86.5736,0.0
deepseek,S8,30,0,8,0.0,100.0,77.8094,0.0,82.0505,100.0,0.0
gemini,S8,1,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,1,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
gemini,S8,1,0,2,23.4877,68.426,34.5962,33.2952,49.4995,32.0383,0.0
gemini,S8,1,0,3,15.3061,71.4969,34.9262,27.0157,54.2425,35.1389,0.0
gemini,S8,1,0,4,7.0586,74.6037,38.088,19.7001,58.4564,42.3323,0.0
gemini,S8,1,0,5,0.0,77.9353,43.1867,12.5162,62.5386,53.1484,0.0
gemini,S8,1,0,6,0.0,84.2753,54.5654,4.1401,68.4907,69.7577,0.0
gemini,S8,1,0,7,0.0,91.0301,63.8699,0.0,74.1467,86.9557,0.0
gemini,S8,1,0,8,0.0,99.7596,74.588,0.0,81.5658,100.0,0.0
gemini,S8,2,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,2,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
gemini,S8,2,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
gemini,S8,2,0,3,13.6661,73.3569,38.4662,26.7807,55.4075,37.5489,0.0
gemini,S8,2,0,4,3.5466,78.1227,44.3755,18.6049,60.7957,47.4303,0.0
gemini,S8,2,0,5,0.0,82.741,51.2047,9.878,65.9787,61.1977,0.0
gemini,S8,2,0,6,0.0,90.2071,62.93,0.585,72.4971,79.5554,0.0
gemini,S8,2,0,7,0.0,98.185,72.9083,0.0,78.8006,98.6615,0.0
gemini,S8,2,0,8,0.0,100.0,87.6567,0.0,88.9128,100.0,0.0
gemini,S8,3,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,3,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
gemini,S8,3,0,2,21.8877,69.951,37.1962,32.7077,50.537,34.3132,0.0
gemini,S8,3,0,3,12.8211,73.3568,37.8949,25.7463,55.6219,38.4464,0.0
gemini,S8,3,0,4,3.4451,76.9053,41.7521,17.5689,60.285,47.0607,0.0
gemini,S8,3,0,5,0.0,80.8461,47.94,9.3706,64.9737,59.8238,0.0
gemini,S8,3,0,6,0.0,86.2878,56.3789,0.669,70.2165,75.4461,0.0
gemini,S8,3,0,7,0.0,93.5915,66.5286,0.0,76.0571,93.2216,0.0
gemini,S8,3,0,8,0.0,100.0,81.2306,0.0,85.4928,100.0,0.0
gemini,S8,4,0,0,40.3,57.75,40.0,45.0,33.15,36.8,0.0
gemini,S8,4,0,1,31.98,64.155,36.895,40.0825,42.7075,31.68,0.0
gemini,S8,4,0,2,23.9667,69.097,36.54,34.4849,49.6559,31.7827,0.0
gemini,S8,4,0,3,14.8141,73.5196,38.9051,27.9075,55.2643,36.5116,0.0
gemini,S8,4,0,4,4.959,78.2093,44.3189,19.7921,60.5771,46.0686,0.0
gemini,S8,4,0,5,0.0,83.9271,53.1279,11.1797,66.3668,60.8546,0.0
gemini,S8,4,0,6,0.0,91.4327,64.5189,1.3919,73.0186,79.5454,0.0
gemini,S8,4,0,7,0.0,100.0,77.7997,0.0,80.4533,100.0,0.0
gemini,S8,4,0,8,0.0,100.0,92.1297,0.0,90.5853,100.0,3.5
gemini,S8,5,1,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S8,5,1,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S8,5,1,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
gemini,S8,5,1,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
gemini,S8,5,1,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
gemini,S8,5,1,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
gemini,S8,5,1,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
gemini,S8,5,1,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
gemini,S8,5,1,8,0.0,95.0274,70.4853,0.0,76.8878,96.1768,0.0
gemini,S8,6,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,6,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
gemini,S8,6,0,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
gemini,S8,6,0,3,9.5811,76.7418,44.0349,24.9238,57.8244,43.1314,0.0
gemini,S8,6,0,4,0.0,82.2843,51.0084,15.2043,64.0037,55.4662,0.0
gemini,S8,6,0,5,0.0,89.2033,61.6118,5.1751,70.7372,73.3359,0.0
gemini,S8,6,0,6,0.0,98.2778,74.1064,0.0,78.0288,94.0169,0.0
gemini,S8,6,0,7,0.0,100.0,84.7199,0.0,86.2779,100.0,0.0
gemini,S8,6,0,8,0.0,100.0,94.5119,0.0,94.4862,100.0,3.5
gemini,S8,7,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,7,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
gemini,S8,7,0,2,23.4877,68.426,34.5962,33.2952,49.4995,32.0383,0.0
gemini,S8,7,0,3,14.3061,72.7469,37.4262,27.0157,54.9925,36.6389,0.0
gemini,S8,7,0,4,5.5086,76.1287,40.688,19.1126,59.4939,44.6073,0.0
gemini,S8,7,0,5,0.0,80.2953,47.1454,11.2862,64.213,57.0409,0.0
gemini,S8,7,0,6,0.0,85.9344,56.1786,2.4476,69.6965,73.0075,0.0
gemini,S8,7,0,7,0.0,93.0096,65.9013,0.0,75.483,90.6656,0.0
gemini,S8,7,0,8,0.0,100.0,76.8836,0.0,83.4437,100.0,0.0
gemini,S8,8,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S8,8,0,1,32.74,63.015,34.435,39.8475,42.0725,30.49,0.0
gemini,S8,8,0,2,26.6128,65.956,30.5875,34.7996,47.7051,27.8207,0.0
gemini,S8,8,0,3,19.0379,69.7012,32.5745,29.6546,52.6122,30.5875,0.0
gemini,S8,8,0,4,12.2618,72.2973,34.4442,23.2421,56.315,36.0033,0.0
gemini,S8,8,0,5,3.5833,74.8623,37.831,15.8487,59.6406,44.3259,0.0
gemini,S8,8,0,6,0.0,78.3418,44.2737,8.6531,63.5211,56.7488,0.0
gemini,S8,8,0,7,0.0,83.3598,52.7763,0.7406,68.2233,71.8468,0.0
gemini,S8,8,0,8,0.0,90.2362,62.8065,0.0,73.6573,88.9353,0.0
gemini,S8,9,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
gemini,S8,9,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
gemini,S8,9,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
gemini,S8,9,0,3,13.6661,73.3569,38.4662,26.7807,55.4075,37.5489,0.0
gemini,S8,9,0,4,3.5466,78.1227,44.3755,18.6049,60.7957,47.4303,0.0
gemini,S8,9,0,5,0.0,82.241,50.2047,9.878,65.6787,60.5977,0.0
gemini,S8,9,0,6,0.0,89.5971,61.97,0.74,72.1221,78.7654,0.0
gemini,S8,9,0,7,0.0,99.211,75.4368,0.0,79.4048,99.7685,0.0
gemini,S8,9,0,8,0.0,100.0,90.0192,0.0,89.6478,100.0,3.5
gemini,S8,10,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
gemini,S8,10,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
gemini,S8,10,0,2,25.9728,66.566,31.6275,34.5646,48.1201,28.7308,0.0
gemini,S8,10,0,3,18.0439,70.4452,33.762,29.1469,53.1639,31.9105,0.0
gemini,S8,10,0,4,9.8164,74.468,38.4098,22.3897,57.7964,39.3947,0.0
