model,scenario,trial,success,turn,G,C,D,S,O,E,corruption
claude,S8,5,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,5,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,5,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,5,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,5,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,6,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,6,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,6,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,6,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,6,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,6,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,6,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,6,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,6,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,7,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,7,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,7,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,7,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,7,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,7,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,7,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,7,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,7,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,8,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,8,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,8,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,8,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,8,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,8,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,8,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,8,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,8,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,9,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,9,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,9,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,9,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,9,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,9,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,9,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,9,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,9,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,10,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,10,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,10,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,10,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,10,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,10,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,10,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,10,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,10,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,11,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,11,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,11,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,11,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,11,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,11,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,11,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,11,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,11,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,12,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,12,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,12,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,12,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,12,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,12,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,12,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,12,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,12,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,13,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,13,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,13,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,13,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,13,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,13,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,13,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,13,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,13,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,14,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,14,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,14,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,14,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,14,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,14,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,14,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,14,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,14,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,15,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,15,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,15,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,15,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,15,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,15,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,15,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,15,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,15,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,16,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,16,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,16,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,16,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,16,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,16,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,16,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,16,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,16,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,17,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,17,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,17,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,17,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,17,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,17,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,17,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,17,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,17,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,18,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,18,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,18,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,18,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,18,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,18,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,18,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,18,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,18,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,19,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,19,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,19,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,19,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,19,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,19,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,19,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,19,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,19,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,20,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,20,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,20,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,20,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,20,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,20,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,20,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,20,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,20,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,21,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,21,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,21,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,21,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,21,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,21,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,21,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,21,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,21,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,22,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,22,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,22,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,22,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,22,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,22,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,22,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,22,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,22,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,23,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,23,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,23,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,23,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,23,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,23,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,23,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,23,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,23,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,24,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,24,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,24,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,24,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,24,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,24,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,24,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,24,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,24,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,25,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,25,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,25,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,25,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,25,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,25,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,25,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,25,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,25,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,26,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,26,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,26,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,26,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,26,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,26,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,26,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,26,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,26,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,27,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,27,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,27,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,27,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,27,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,27,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,27,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,27,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,27,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,28,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,28,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,28,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,28,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,28,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,28,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,28,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,28,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,28,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,29,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,29,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,29,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,29,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,29,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,29,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,29,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,29,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,29,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S8,30,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S8,30,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S8,30,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S8,30,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S8,30,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S8,30,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S8,30,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S8,30,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S8,30,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
deepseek,S8,1,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,1,0,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S8,1,0,2,23.0877,68.926,35.5962,33.2952,49.7995,32.6382,0.0
deepseek,S8,1,0,3,15.0661,71.6069,34.9662,26.7807,54.3575,35.4489,0.0
deepseek,S8,1,0,4,7.1166,74.2377,37.2355,19.4274,58.2932,42.1453,0.0
deepseek,S8,1,0,5,0.0,79.252,45.9224,12.4225,63.3521,54.9032,0.0
deepseek,S8,1,0,6,0.0,84.1594,53.7073,3.638,68.4644,69.9281,0.0
deepseek,S8,1,0,7,0.0,90.857,63.1962,0.0,74.058,87.0151,0.0
deepseek,S8,1,0,8,0.0,100.0,77.504,0.0,82.5523,100.0,0.0
deepseek,S8,2,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,2,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,2,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,2,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
deepseek,S8,2,0,4,11.8044,71.937,33.4973,22.4694,56.2607,36.3427,0.0
deepseek,S8,2,0,5,3.0652,74.4773,37.1929,15.1962,59.5535,44.6753,0.0
deepseek,S8,2,0,6,0.0,78.4664,44.8965,8.093,63.7383,57.7569,0.0
deepseek,S8,2,0,7,0.0,83.6351,53.4751,0.1736,68.4975,72.9745,0.0
deepseek,S8,2,0,8,0.0,90.6665,63.5974,0.0,74.0025,90.2019,0.0
deepseek,S8,3,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,3,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S8,3,0,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S8,3,0,3,11.1811,75.2169,41.4349,25.5113,56.7869,40.8564,0.0
deepseek,S8,3,0,4,1.3331,78.6743,44.5396,16.4737,61.5743,50.0587,0.0
deepseek,S8,3,0,5,0.0,84.7667,54.818,7.5549,67.7113,66.188,0.0
deepseek,S8,3,0,6,0.0,91.6406,64.4353,0.0,73.7532,83.8603,0.0
deepseek,S8,3,0,7,0.0,100.0,78.3201,0.0,81.6623,100.0,0.0
deepseek,S8,3,0,8,0.0,100.0,92.5721,0.0,91.6129,100.0,3.5
deepseek,S8,4,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,4,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,4,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
deepseek,S8,4,0,3,17.4039,71.0552,34.802,28.9119,53.5789,32.8205,0.0
deepseek,S8,4,0,4,10.2544,73.462,36.0973,21.8819,57.2982,38.6177,0.0
deepseek,S8,4,0,5,0.7002,76.3373,40.1516,13.9368,60.9279,47.9678,0.0
deepseek,S8,4,0,6,0.0,80.2655,47.5257,6.059,65.2496,61.8321,0.0
deepseek,S8,4,0,7,0.0,86.4247,57.5007,0.0,70.4904,78.3021,0.0
deepseek,S8,4,0,8,0.0,94.6125,68.8482,0.0,77.0273,96.6484,0.0
deepseek,S8,5,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
deepseek,S8,5,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
deepseek,S8,5,0,2,24.5728,68.316,35.1275,34.5646,49.1701,30.8307,0.0
deepseek,S8,5,0,3,15.8039,72.5802,37.402,28.3244,54.6164,35.0955,0.0
deepseek,S8,5,0,4,6.4494,77.072,42.5661,20.6125,59.7275,44.0252,0.0
deepseek,S8,5,0,5,0.0,80.7739,47.4397,10.9991,64.201,55.8572,0.0
deepseek,S8,5,0,6,0.0,86.2762,56.387,2.2237,69.3921,72.1643,0.0
deepseek,S8,5,0,7,0.0,93.7537,67.0506,0.0,75.3109,90.6391,0.0
deepseek,S8,5,0,8,0.0,100.0,77.9323,0.0,83.2921,100.0,0.0
deepseek,S8,6,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S8,6,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
