model,scenario,trial,success,turn,G,C,D,S,O,E,corruption
claude,S5,18,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,18,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,19,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,19,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,19,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,19,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,19,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,19,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,19,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,19,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,19,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,20,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,20,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,20,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,20,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,20,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,20,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,20,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,20,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,20,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,21,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,21,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,21,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,21,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,21,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,21,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,21,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,21,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,21,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,22,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,22,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,22,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,22,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,22,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,22,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,22,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,22,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,22,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,23,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,23,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,23,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,23,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,23,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,23,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,23,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,23,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,23,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,24,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,24,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,24,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,24,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,24,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,24,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,24,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,24,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,24,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,25,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,25,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,25,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,25,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,25,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,25,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,25,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,25,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,25,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,26,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,26,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,26,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,26,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,26,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,26,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,26,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,26,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,26,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,27,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,27,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,27,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,27,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,27,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,27,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,27,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,27,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,27,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,28,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,28,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,28,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,28,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,28,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,28,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,28,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,28,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,28,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,29,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,29,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,29,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,29,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,29,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,29,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,29,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,29,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,29,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S5,30,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S5,30,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S5,30,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S5,30,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S5,30,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S5,30,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S5,30,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S5,30,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S5,30,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
deepseek,S5,1,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,1,1,1,31.14,64.54,37.035,39.26,43.11,32.765,0.0
deepseek,S5,1,1,2,23.7277,68.316,34.5562,33.5302,49.3845,31.7282,0.0
deepseek,S5,1,1,3,15.6601,71.3628,34.7787,27.2884,54.1058,34.7259,0.0
deepseek,S5,1,1,4,6.5421,75.677,40.3099,20.0449,59.0267,43.2639,0.0
deepseek,S5,1,1,5,0.0,80.9667,48.8446,10.8685,64.3803,56.7351,0.0
deepseek,S5,1,1,6,0.0,87.928,60.2012,1.9253,70.444,74.7547,0.0
deepseek,S5,1,1,7,0.0,97.1308,73.2468,0.0,77.4134,95.4339,0.0
deepseek,S5,1,1,8,0.0,100.0,87.5162,0.0,87.0881,100.0,0.0
deepseek,S5,2,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,2,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S5,2,1,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S5,2,1,3,11.1811,75.2169,41.4349,25.5113,56.7869,40.8564,0.0
deepseek,S5,2,1,4,0.0,80.4243,48.0396,16.4737,62.6243,52.1587,0.0
deepseek,S5,2,1,5,0.0,86.9017,58.4446,6.7458,69.1571,69.353,0.0
deepseek,S5,2,1,6,0.0,95.4913,70.6288,0.0,76.2033,89.2957,0.0
deepseek,S5,2,1,7,0.0,100.0,82.0132,0.0,84.0819,100.0,0.0
deepseek,S5,2,1,8,0.0,100.0,95.7112,0.0,93.6697,100.0,3.5
deepseek,S5,3,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,3,1,1,30.74,65.04,38.035,39.26,43.41,33.365,0.0
deepseek,S5,4,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,4,0,1,31.14,64.54,37.035,39.26,43.11,32.765,0.0
deepseek,S5,4,0,2,23.7277,68.316,34.5562,33.5302,49.3845,31.7282,0.0
deepseek,S5,4,0,3,15.6601,71.3628,34.7787,27.2884,54.1058,34.7259,0.0
deepseek,S5,4,0,4,7.5421,74.427,37.8099,20.0449,58.2767,41.7639,0.0
deepseek,S5,4,0,5,0.0,78.1917,43.7446,11.456,62.5928,52.9601,0.0
deepseek,S5,4,0,6,0.0,83.293,52.6525,3.2328,67.5371,68.4522,0.0
deepseek,S5,4,0,7,0.0,90.3242,63.1058,0.0,73.1935,86.0513,0.0
deepseek,S5,4,0,8,0.0,100.0,77.2775,0.0,81.6248,100.0,0.0
deepseek,S5,5,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,5,1,1,31.14,64.54,37.035,39.26,43.11,32.765,0.0
deepseek,S5,5,1,2,23.7277,68.316,34.5562,33.5302,49.3845,31.7282,0.0
deepseek,S5,5,1,3,14.6601,72.6128,37.2787,27.2884,54.8558,36.2259,0.0
deepseek,S5,5,1,4,4.9921,77.202,42.9099,19.4574,60.0642,45.5389,0.0
deepseek,S5,5,1,5,0.0,82.8267,51.8033,11.1363,65.7547,60.0276,0.0
deepseek,S5,5,1,6,0.0,90.2271,63.2046,1.586,72.3242,78.415,0.0
deepseek,S5,5,1,7,0.0,98.6164,73.9296,0.0,78.9258,98.1316,0.0
deepseek,S5,5,1,8,0.0,100.0,88.5149,0.0,88.9132,100.0,0.0
deepseek,S5,6,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,6,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S5,6,0,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
deepseek,S5,6,0,3,10.5811,75.4918,41.5349,24.9238,57.0744,41.6314,0.0
deepseek,S5,6,0,4,0.0,80.7593,48.4084,15.7918,62.9662,53.1912,0.0
deepseek,S5,6,0,5,0.0,87.3433,58.963,6.0951,69.5178,70.5084,0.0
deepseek,S5,6,0,6,0.0,96.0561,71.2942,0.0,76.6109,90.5919,0.0
deepseek,S5,6,0,7,0.0,100.0,82.7649,0.0,84.6876,100.0,0.0
deepseek,S5,6,0,8,0.0,100.0,96.3502,0.0,94.1845,100.0,3.5
deepseek,S5,7,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S5,7,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S5,7,1,2,21.8877,69.951,37.1962,32.7077,50.537,34.3132,0.0
deepseek,S5,7,1,3,12.8211,73.3568,37.8949,25.7463,55.6219,38.4464,0.0
deepseek,S5,7,1,4,2.4451,78.1553,44.2521,17.5689,61.035,48.5607,0.0
deepseek,S5,7,1,5,0.0,84.1211,54.04,8.7831,67.0612,64.1988,0.0
deepseek,S5,7,1,6,0.0,92.0328,65.8877,0.0,73.7984,83.1386,0.0
