model,scenario,trial,success,turn,G,C,D,S,O,E,corruption
claude,S7,12,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,12,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,12,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,12,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,12,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,12,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,12,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,12,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,12,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,13,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,13,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,13,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,13,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,13,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,13,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,13,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,13,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,13,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,14,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,14,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,14,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,14,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,14,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,14,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,14,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,14,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,14,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,15,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,15,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,15,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,15,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,15,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,15,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,15,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,15,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,15,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,16,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,16,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,16,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,16,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,16,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,16,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,16,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,16,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,16,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,17,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,17,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,17,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,17,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,17,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,17,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,17,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,17,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,17,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,18,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,18,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,18,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,18,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,18,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,18,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,18,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,18,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,18,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,19,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,19,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,19,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,19,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,19,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,19,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,19,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,19,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,19,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,20,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,20,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,20,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,20,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,20,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,20,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,20,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,20,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,20,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,21,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,21,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,21,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,21,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,21,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,21,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,21,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,21,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,21,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,22,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,22,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,22,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,22,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,22,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,22,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,22,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,22,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,22,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,23,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,23,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,23,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,23,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,23,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,23,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,23,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,23,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,23,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,24,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,24,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,24,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,24,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,24,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,24,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,24,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,24,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,24,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,25,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,25,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,25,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,25,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,25,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,25,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,25,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,25,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,25,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,26,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,26,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,26,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,26,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,26,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,26,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,26,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,26,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,26,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,27,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,27,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,27,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,27,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,27,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,27,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,27,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,27,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,27,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,28,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,28,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,28,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,28,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,28,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,28,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,28,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,28,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,28,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,29,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,29,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,29,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,29,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,29,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,29,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,29,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,29,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,29,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
claude,S7,30,0,0,39.9,58.25,41.0,45.0,33.45,37.4,0.0
claude,S7,30,0,1,32.34,63.515,35.435,39.8475,42.3725,31.09,0.0
claude,S7,30,0,2,25.5728,67.066,32.6275,34.5646,48.4201,29.3307,0.0
claude,S7,30,0,3,18.4039,69.8052,32.302,28.9119,52.8289,31.3205,0.0
claude,S7,30,0,4,11.4044,72.437,34.4973,22.4694,56.5607,36.9427,0.0
claude,S7,30,0,5,2.0452,75.5873,39.2329,14.9612,60.2685,46.1853,0.0
claude,S7,30,0,6,0.0,79.8204,47.12,7.366,64.703,59.9839,0.0
claude,S7,30,0,7,0.0,85.7987,56.7959,0.0,69.9176,76.2894,0.0
claude,S7,30,0,8,0.0,93.7774,67.9853,0.0,76.1378,94.6768,0.0
deepseek,S7,1,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,1,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S7,1,1,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S7,1,1,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S7,1,1,4,2.4831,77.6493,42.9396,17.0612,60.8368,48.3837,0.0
deepseek,S7,1,1,5,0.0,82.2667,50.3993,8.5499,66.0019,62.3055,0.0
deepseek,S7,1,1,6,0.0,88.5605,59.9416,0.0,71.7227,79.0564,0.0
deepseek,S7,1,1,7,0.0,96.8543,71.2121,0.0,78.2256,98.1146,0.0
deepseek,S7,1,1,8,0.0,100.0,86.0271,0.0,88.3147,100.0,0.0
deepseek,S7,2,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,2,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S7,2,1,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S7,2,1,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S7,2,1,4,2.4831,77.6493,42.9396,17.0612,60.8368,48.3837,0.0
deepseek,S7,2,1,5,0.0,82.2667,50.3993,8.5499,66.0019,62.3055,0.0
deepseek,S7,2,1,6,0.0,88.5605,59.9416,0.0,71.7227,79.0564,0.0
deepseek,S7,2,1,7,0.0,96.8543,71.2121,0.0,78.2256,98.1146,0.0
deepseek,S7,2,1,8,0.0,100.0,86.0271,0.0,88.3147,100.0,0.0
deepseek,S7,3,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,3,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S7,3,1,2,20.4877,71.701,40.6962,32.7077,51.587,36.4133,0.0
deepseek,S7,3,1,3,10.5811,75.4918,41.5349,24.9238,57.0744,41.6314,0.0
deepseek,S7,3,1,4,0.0781,79.5093,45.9084,15.7918,62.2162,51.6912,0.0
deepseek,S7,3,1,5,0.0,84.5683,54.0474,6.4982,67.8225,67.01,0.0
deepseek,S7,3,1,6,0.0,92.7172,66.4483,0.0,74.5508,86.1074,0.0
deepseek,S7,3,1,7,0.0,100.0,80.3635,0.0,82.7897,100.0,0.0
deepseek,S7,3,1,8,0.0,100.0,94.309,0.0,92.5712,100.0,3.5
deepseek,S7,4,1,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,4,1,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S7,4,1,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S7,4,1,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S7,4,1,4,2.4831,77.6493,42.9396,17.0612,60.8368,48.3837,0.0
deepseek,S7,4,1,5,0.0,82.2667,50.3993,8.5499,66.0019,62.3055,0.0
deepseek,S7,4,1,6,0.0,89.8105,62.4416,0.0,72.4727,80.5564,0.0
deepseek,S7,4,1,7,0.0,98.3793,73.6121,0.0,79.1631,100.0,0.0
deepseek,S7,4,1,8,0.0,100.0,88.4082,0.0,89.4887,100.0,0.0
deepseek,S7,5,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,5,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
deepseek,S7,5,0,2,21.4877,70.451,38.1962,32.7077,50.837,34.9133,0.0
deepseek,S7,5,0,3,12.1811,73.9669,38.9349,25.5113,56.0369,39.3564,0.0
deepseek,S7,5,0,4,2.4831,77.6493,42.9396,17.0612,60.8368,48.3837,0.0
deepseek,S7,5,0,5,0.0,82.2667,50.3993,8.5499,66.0019,62.3055,0.0
deepseek,S7,5,0,6,0.0,88.5605,59.9416,0.0,71.7227,79.0564,0.0
deepseek,S7,5,0,7,0.0,96.8543,71.2121,0.0,78.2256,98.1146,0.0
deepseek,S7,5,0,8,0.0,100.0,83.5271,0.0,87.5647,100.0,0.0
deepseek,S7,6,0,0,38.9,59.5,43.5,45.0,34.2,38.9,0.0
deepseek,S7,6,0,1,29.74,66.29,40.535,39.26,44.16,34.865,0.0
